clause_text,clause_type,domain,risk_level,source,is_synthetic
The frequency of such audits shall not exceed one audit per site within three years,Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"During the retention period, documentation shall be available for inspection by HEMISPHERX, its authorized agents and authorized government agencies.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"Neither party will at any time, except to the extent necessary to assert or defend its rights under this Agreement: (i) challenge  or otherwise do anything inconsistent with the other party's right, title or interest in its property, (ii) do or cause to be done or omit to do anything,  the doing, causing or omitting of which would contest or in any way impair or tend to impair the rights of the other party in its property, or (iii)  assist or cause any person or entity to do any of the foregoing.",Covenant Not To Sue,Original Corporate,MEDIUM,splits/train.csv,False
The Company agrees that each photography session shall not      exceed one and one-half days and each speaking engagement and store      appearance shall not exceed one-half day.,Volume Restriction,Original Corporate,MEDIUM,splits/train.csv,False
"Distributor shall make these records available for audit by Cisco upon [*****] prior written notice, during regular business hours, at Distributor's principal place of business or such other of Distributor's locations where Distributor may maintain relevant records. [*****].",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"In the event of a claim under any such policies, Agent shall be responsible for the payment of all deductibles, retentions or self-insured amounts thereunder, unless it is determined that liability arose by reason of the willful misconduct or grossly negligent acts or omissions of Merchant or Merchant's employees, independent contractors or agents (other than Agent or Agent's employees, agents or independent contractors).",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"STW shall pay COFS a seventeen percent (17%) royalty of the price STW receives per 1,000 gallons of CRA water produced from the Property and sold.",Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
"In the case of an audit initiated by the Management Committee and exercised by the F&ASC, the audited Party or Parties shall be permitted to recover the entire costs of the review or audit from the Parties in the proportions specified in Schedule B.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
(f) obtain and maintain in force during the entire period of construction the insurance required under this Agreement or as otherwise specified in the Manuals;,Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"OR ANY OTHER LEGAL THEORY, IS LIMITED TO, AND SHALL NOT EXCEED $31,200.00.",Cap On Liability,Original Corporate,MEDIUM,splits/train.csv,False
"Save the event of gross negligence or willful misconduct, pursuant to the provisions in this numeral 11.2, the responsibility of  ECOPETROL under the Contract hereof under no circumstance shall exceed seventy five per cent (75%) of the value of the Crude lost or  damaged by causes attributable to ECOPETROL.",Cap On Liability,Original Corporate,MEDIUM,splits/train.csv,False
"We shall have the right, at all reasonable times, to inspect the products and services on which the Proprietary Marks shall be used as we consider necessary to carry out the purposes of inspection as part of appropriate quality control.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"Licensee shall make such books and records, and appropriate personnel, available during normal business hours for audit by Licensor or its authorized representative; provided that Licensor shall:   (a) provide Licensee with reasonable prior notice of any audit;   (b) undertake an audit no more than once per calendar year, unless a prior audit has disclosed a balance due; and   (c) conduct or cause to be conducted such audit in a manner designed to minimize disruption of Licensee's normal business operations.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
At least three (3) persons actively involved in the management and operation of the Franchised Restaurant must successfully complete the training program.,Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
Any rights of review and audit pursuant to this Paragraph 9 shall only be exercisable through the F&ASC in accordance with the F&ASC's audit procedures.,Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"Ownership of intellectual         property rights to any enhancements, modifications or derivative works         to the Software itself which may be developed jointly by the parties or         solely by Corio shall be negotiated by the parties prior to the start of         any such development work.",Joint Ip Ownership,Original Corporate,MEDIUM,splits/train.csv,False
"(a)    such inspection, copying or audit must only be made after at least one Business Day's written notice;

       (b)    such audit must not unreasonably interfere with the day to day operations of IntriCon; and

       (c)    such audit must be at Dynamic Hearing's expense unless the auditor finds an underpayment royalty due under this  Agreement in excess of 5% in which case IntriCon must reimburse Dynamic Hearing's reasonable cost of such audit;  and

       (d)    Audits will be limited to one audit in any calendar year.",Post-Termination Services,Original Corporate,MEDIUM,splits/train.csv,False
"Subject to Section 3.2, each Assignor Party, on behalf of itself and the other members of the Assignor Group, hereby irrevocably assigns to the applicable Assignee Party, and agrees to irrevocably assign to the applicable Assignee Party, all of its and the other members of the Assignor Group's rights, title and interest in and to any and all Intellectual Property Rights owned by the Assignor Party or another member of the Assignor Group that meets one or more of the following descriptions: (a) the Intellectual Property Rights are Requester Foreground IPR conceived or created in the course of services concerning which the Assignee Party or another member of the Assignee Group was the Requester, and the Assignor Party or another member of the Assignor Group was the Performer; or (b) the Intellectual Property Rights are Performer Foreground-Delivered IPR conceived or created in the course of services concerning which the Assignee Party or another member of the Assignee Group was the Requester, and the Assignor Party or another member of the Assignor Group was the Performer; or",Ip Ownership Assignment,Original Corporate,MEDIUM,splits/train.csv,False
"During the term of this Agreement, [***], each Party will have the right to engage, at its own expense, an independent auditor reasonably acceptable to the other Party to review the other Party's books and records solely for the purpose of confirming the other Party's compliance with its pricing and payment obligations hereunder.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"For purposes of this Agreement, ""Competitive Company"" means any company that eDiets reasonably presents as, and Women.com reasonably agrees is, a direct competitor to eDiets by distributing on-line content principally relating to diets and diet counseling, including, but not limited to, Weight Watchers, Jenny Craig, NutriSystem, Nutrio, Asimba, DietSmart and uMagic.",Exclusivity,Original Corporate,MEDIUM,splits/train.csv,False
